Region,Local_date,Time zone,DF,D,NG,TI,Sum (NG),NG: COL,NG: NG,NG: NUC,NG: OIL,NG: WAT,NG: SUN,NG: WND,NG: OTH,NG: UNK,Sum (Trade),Sum (Imports),Sum (Exports),CAN,MEX,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,Positive Gen from COL,Positive Gen from NG,Positive Gen from OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
US48,11Nov2015,Eastern,"9,892,898","10,015,534","9,861,170","-189,308",,,,,,,,,,,"-166,181","166,526",345,"-164,036","-2,145",,,,,,,,,,,,,,,,,,
US48,12Nov2015,Eastern,"9,839,624","9,975,803","9,834,958","-179,472",,,,,,,,,,,"-158,900","159,042",142,"-156,290","-2,610",,,,,,,,,,,,,,,,,,
US48,13Nov2015,Eastern,"9,855,437","9,831,278","9,697,735","-171,172",,,,,,,,,,,"-158,470","158,963",493,"-157,802",-668,,,,,,,,,,,,,,,,,,
US48,14Nov2015,Eastern,"9,449,466","9,333,086","9,208,168","-158,208",,,,,,,,,,,"-140,645","141,387",742,"-140,374",-271,,,,,,,,,,,,,,,,,,
US48,15Nov2015,Eastern,"9,180,264","9,196,731","9,060,494","-172,384",,,,,,,,,,,"-155,906","156,098",192,"-152,737","-3,169",,,,,,,,,,,,,,,,,,
US48,16Nov2015,Eastern,"9,883,217","10,028,885","9,859,366","-176,976",,,,,,,,,,,"-166,384","166,743",359,"-163,504","-2,880",,,,,,,,,,,,,,,,,,
US48,17Nov2015,Eastern,"9,950,553","10,052,410","9,898,356","-191,553",,,,,,,,,,,"-167,826","168,308",482,"-166,350","-1,476",,,,,,,,,,,,,,,,,,
US48,18Nov2015,Eastern,"9,927,552","10,008,574","9,854,040","-191,073",,,,,,,,,,,"-165,673","166,608",935,"-165,692",19,,,,,,,,,,,,,,,,,,
US48,19Nov2015,Eastern,"9,966,563","10,046,193","9,881,804","-200,848",,,,,,,,,,,"-148,376","149,935","1,559","-148,648",272,,,,,,,,,,,,,,,,,,
US48,20Nov2015,Eastern,"10,010,604","10,070,229","9,904,677","-204,191",,,,,,,,,,,"-137,991","139,096","1,105","-138,081",90,,,,,,,,,,,,,,,,,,
US48,21Nov2015,Eastern,"9,717,746","9,745,380","9,582,624","-204,538",,,,,,,,,,,"-142,950","143,251",301,"-141,691","-1,259",,,,,,,,,,,,,,,,,,
US48,22Nov2015,Eastern,"9,934,178","9,869,934","9,697,484","-290,723",,,,,,,,,,,"-148,291","149,076",785,"-146,146","-2,145",,,,,,,,,,,,,,,,,,
US48,23Nov2015,Eastern,"10,825,485","10,791,511","10,610,376","-230,372",,,,,,,,,,,"-145,654","146,240",586,"-144,585","-1,069",,,,,,,,,,,,,,,,,,
US48,24Nov2015,Eastern,"10,727,674","10,638,977","10,482,856","-199,721",,,,,,,,,,,"-152,422","153,637","1,215","-151,975",-447,,,,,,,,,,,,,,,,,,
US48,25Nov2015,Eastern,"10,322,937","10,296,298","10,146,326","-194,516",,,,,,,,,,,"-160,971","161,673",702,"-160,059",-912,,,,,,,,,,,,,,,,,,
US48,26Nov2015,Eastern,"9,457,363","9,109,577","8,990,665","-158,513",,,,,,,,,,,"-140,697","141,198",501,"-140,170",-527,,,,,,,,,,,,,,,,,,
US48,27Nov2015,Eastern,"9,198,138","9,215,849","9,093,541","-162,399",,,,,,,,,,,"-138,739","139,054",315,"-137,358","-1,381",,,,,,,,,,,,,,,,,,
US48,28Nov2015,Eastern,"9,174,965","9,437,551","9,281,544","-180,133",,,,,,,,,,,"-142,193","142,654",461,"-140,983","-1,210",,,,,,,,,,,,,,,,,,
US48,29Nov2015,Eastern,"9,326,278","9,584,667","9,429,940","-165,391",,,,,,,,,,,"-145,862","146,098",236,"-141,047","-4,815",,,,,,,,,,,,,,,,,,
US48,30Nov2015,Eastern,"10,245,539","10,545,796","10,372,293","-200,123",,,,,,,,,,,"-153,623","154,481",858,"-150,684","-2,939",,,,,,,,,,,,,,,,,,
US48,01Dec2015,Eastern,"10,409,273","10,574,174","10,379,992","-227,034",,,,,,,,,,,"-159,454","161,531","2,077","-157,970","-1,484",,,,,,,,,,,,,,,,,,
US48,02Dec2015,Eastern,"10,482,147","10,596,415","10,428,659","-199,774",,,,,,,,,,,"-152,669","153,161",492,"-151,334","-1,335",,,,,,,,,,,,,,,,,,
US48,03Dec2015,Eastern,"10,569,398","10,747,967","10,593,109","-194,591",,,,,,,,,,,"-152,149","152,471",322,"-150,995","-1,154",,,,,,,,,,,,,,,,,,
US48,04Dec2015,Eastern,"10,615,853","10,732,842","10,595,120","-158,577",,,,,,,,,,,"-133,096","133,757",661,"-133,246",150,,,,,,,,,,,,,,,,,,
US48,05Dec2015,Eastern,"10,041,928","10,195,778","10,057,350","-177,388",,,,,,,,,,,"-138,456","139,345",889,"-138,331",-125,,,,,,,,,,,,,,,,,,
US48,06Dec2015,Eastern,"9,771,543","9,892,940","9,741,494","-216,464",,,,,,,,,,,"-165,212","165,366",154,"-163,180","-2,032",,,,,,,,,,,,,,,,,,
US48,07Dec2015,Eastern,"10,409,324","10,454,620","10,279,707","-191,049",,,,,,,,,,,"-153,731","154,126",395,"-151,404","-2,327",,,,,,,,,,,,,,,,,,
US48,08Dec2015,Eastern,"10,422,590","10,471,452","10,349,550","-153,963",,,,,,,,,,,"-147,874","148,948","1,074","-147,085",-789,,,,,,,,,,,,,,,,,,
US48,09Dec2015,Eastern,"10,301,078","10,374,657","10,273,940","-151,142",,,,,,,,,,,"-155,501","157,136","1,635","-154,129","-1,372",,,,,,,,,,,,,,,,,,
US48,10Dec2015,Eastern,"10,116,029","10,193,751","10,104,257","-132,458",,,,,,,,,,,"-137,146","138,664","1,518","-135,546","-1,600",,,,,,,,,,,,,,,,,,
US48,11Dec2015,Eastern,"9,975,406","10,032,506","9,923,586","-145,120",,,,,,,,,,,"-137,587","139,367","1,780","-136,721",-866,,,,,,,,,,,,,,,,,,
US48,12Dec2015,Eastern,"9,436,337","9,426,876","9,319,883","-135,186",,,,,,,,,,,"-135,482","137,102","1,620","-135,225",-257,,,,,,,,,,,,,,,,,,
US48,13Dec2015,Eastern,"9,219,371","9,323,068","9,207,974","-144,184",,,,,,,,,,,"-154,942","156,039","1,097","-151,919","-3,023",,,,,,,,,,,,,,,,,,
US48,14Dec2015,Eastern,"10,008,308","10,213,149","10,109,357","-147,504",,,,,,,,,,,"-143,089","144,562","1,473","-140,168","-2,921",,,,,,,,,,,,,,,,,,
US48,15Dec2015,Eastern,"10,295,727","10,401,623","10,293,965","-142,790",,,,,,,,,,,"-129,970","130,283",313,"-128,408","-1,562",,,,,,,,,,,,,,,,,,
US48,16Dec2015,Eastern,"10,468,903","10,533,049","10,411,061","-162,623",,,,,,,,,,,"-140,566","141,049",483,"-138,954","-1,612",,,,,,,,,,,,,,,,,,
US48,17Dec2015,Eastern,"10,706,023","10,793,902","10,661,582","-165,864",,,,,,,,,,,"-143,285","144,079",794,"-141,660","-1,625",,,,,,,,,,,,,,,,,,
US48,18Dec2015,Eastern,"10,919,665","10,979,594","10,855,741","-161,220",,,,,,,,,,,"-147,769","148,765",996,"-147,044",-725,,,,,,,,,,,,,,,,,,
US48,19Dec2015,Eastern,"10,639,057","10,692,347","10,562,478","-167,226",,,,,,,,,,,"-156,783","157,596",813,"-156,661",-122,,,,,,,,,,,,,,,,,,
US48,20Dec2015,Eastern,"10,256,313","10,293,324","10,198,122","-211,634",,,,,,,,,,,"-171,496","171,700",204,"-168,142","-3,354",,,,,,,,,,,,,,,,,,
US48,21Dec2015,Eastern,"9,915,839","10,556,956","10,412,129","-159,502",,,,,,,,,,,"-158,384","158,990",606,"-155,826","-2,558",,,,,,,,,,,,,,,,,,
US48,22Dec2015,Eastern,"10,295,249","10,303,271","10,150,607","-151,360",,,,,,,,,,,"-151,741","152,899","1,158","-150,341","-1,400",,,,,,,,,,,,,,,,,,
US48,23Dec2015,Eastern,"10,219,710","10,083,173","9,918,304","-161,697",,,,,,,,,,,"-168,479","169,990","1,511","-166,696","-1,783",,,,,,,,,,,,,,,,,,
US48,24Dec2015,Eastern,"9,737,475","9,514,158","9,314,799","-189,813",,,,,,,,,,,"-154,683","155,793","1,110","-150,087","-4,596",,,,,,,,,,,,,,,,,,
US48,25Dec2015,Eastern,"9,386,879","9,059,196","8,856,887","-193,956",,,,,,,,,,,"-153,564","154,363",799,"-148,123","-5,441",,,,,,,,,,,,,,,,,,
US48,26Dec2015,Eastern,"9,264,274","9,338,989","9,138,051","-187,803",,,,,,,,,,,"-159,240","159,590",350,"-155,346","-3,894",,,,,,,,,,,,,,,,,,
US48,27Dec2015,Eastern,"9,368,900","9,609,610","9,415,921","-182,337",,,,,,,,,,,"-147,989","149,710","1,721","-146,030","-1,959",,,,,,,,,,,,,,,,,,
US48,28Dec2015,Eastern,"10,407,966","10,596,641","10,394,657","-205,338",,,,,,,,,,,"-158,989","159,517",528,"-157,702","-1,287",,,,,,,,,,,,,,,,,,
US48,29Dec2015,Eastern,"10,585,285","10,645,267","10,459,785","-210,362",,,,,,,,,,,"-159,546","160,832","1,286","-159,012",-534,,,,,,,,,,,,,,,,,,
US48,30Dec2015,Eastern,"10,612,653","10,571,621","10,367,986","-234,752",,,,,,,,,,,"-176,687","177,082",395,"-175,770",-917,,,,,,,,,,,,,,,,,,
US48,31Dec2015,Eastern,"10,496,231","10,374,044","10,194,745","-204,290",,,,,,,,,,,"-171,355","171,618",263,"-170,483",-872,,,,,,,,,,,,,,,,,,
US48,01Jan2016,Eastern,"10,363,183","10,200,957","10,027,488","-206,689",,,,,,,,,,,"-170,660","170,662",2,"-166,349","-4,311",,,,,,,,,,,,,,,,,,
US48,02Jan2016,Eastern,"10,412,242","10,380,361","10,200,990","-216,147",,,,,,,,,,,"-160,521","160,644",123,"-157,815","-2,706",,,,,,,,,,,,,,,,,,
US48,03Jan2016,Eastern,"10,358,064","10,366,976","10,040,940","-219,517",,,,,,,,,,,"-169,109","169,297",188,"-166,511","-2,598",,,,,,,,,,,,,,,,,,
US48,04Jan2016,Eastern,"11,442,951","11,508,674","11,294,663","-240,901",,,,,,,,,,,"-166,636","167,178",542,"-164,812","-1,824",,,,,,,,,,,,,,,,,,
US48,05Jan2016,Eastern,"11,863,230","12,085,441","11,885,268","-241,553",,,,,,,,,,,"-162,885","163,783",898,"-160,231","-2,654",,,,,,,,,,,,,,,,,,
US48,06Jan2016,Eastern,"11,549,718","11,757,100","11,549,783","-259,138",,,,,,,,,,,"-172,316","173,832","1,516","-171,070","-1,246",,,,,,,,,,,,,,,,,,
US48,07Jan2016,Eastern,"10,995,666","11,061,226","10,722,412","-244,686",,,,,,,,,,,"-174,333","175,027",694,"-173,292","-1,041",,,,,,,,,,,,,,,,,,
US48,08Jan2016,Eastern,"10,571,597","10,651,697","10,452,704","-223,565",,,,,,,,,,,"-165,685","166,605",920,"-164,438","-1,247",,,,,,,,,,,,,,,,,,
US48,09Jan2016,Eastern,"9,998,993","10,147,195","10,070,480","-207,422",,,,,,,,,,,"-155,770","156,438",668,"-154,132","-1,638",,,,,,,,,,,,,,,,,,
US48,10Jan2016,Eastern,"9,846,277","10,028,293","9,859,780","-222,224",,,,,,,,,,,"-150,758","152,202","1,444","-146,398","-4,360",,,,,,,,,,,,,,,,,,
US48,11Jan2016,Eastern,"11,074,283","12,005,528","11,828,727","-223,894",,,,,,,,,,,"-153,659","154,801","1,142","-151,146","-2,513",,,,,,,,,,,,,,,,,,
US48,12Jan2016,Eastern,"11,923,841","11,890,341","11,705,894","-230,519",,,,,,,,,,,"-162,023","162,537",514,"-160,951","-1,072",,,,,,,,,,,,,,,,,,
US48,13Jan2016,Eastern,"11,890,605","11,883,201","11,707,300","-217,570",,,,,,,,,,,"-158,523","159,665","1,142","-157,580",-943,,,,,,,,,,,,,,,,,,
US48,14Jan2016,Eastern,"11,252,434","11,264,036","11,092,550","-207,948",,,,,,,,,,,"-154,913","155,404",491,"-153,465","-1,448",,,,,,,,,,,,,,,,,,
US48,15Jan2016,Eastern,"10,714,867","10,771,681","10,618,502","-202,802",,,,,,,,,,,"-155,109","156,140","1,031","-153,930","-1,179",,,,,,,,,,,,,,,,,,
US48,16Jan2016,Eastern,"10,281,428","10,308,622","10,143,695","-193,649",,,,,,,,,,,"-144,913","146,303","1,390","-143,309","-1,604",,,,,,,,,,,,,,,,,,
US48,17Jan2016,Eastern,"10,543,134","10,749,146","10,569,646","-219,376",,,,,,,,,,,"-161,522","161,856",334,"-156,982","-4,540",,,,,,,,,,,,,,,,,,
US48,18Jan2016,Eastern,"12,045,560","12,279,623","12,092,734","-230,041",,,,,,,,,,,"-155,642","156,858","1,216","-153,201","-2,441",,,,,,,,,,,,,,,,,,
US48,19Jan2016,Eastern,"12,414,436","12,671,891","12,473,010","-243,088",,,,,,,,,,,"-148,539","149,155",616,"-147,578",-961,,,,,,,,,,,,,,,,,,
US48,20Jan2016,Eastern,"12,037,242","12,180,481","12,000,427","-210,554",,,,,,,,,,,"-154,201","156,269","2,068","-152,546","-1,655",,,,,,,,,,,,,,,,,,
US48,21Jan2016,Eastern,"11,520,791","11,712,023","11,511,906","-235,658",,,,,,,,,,,"-168,578","169,018",440,"-167,520","-1,058",,,,,,,,,,,,,,,,,,
US48,22Jan2016,Eastern,"11,108,641","11,935,727","11,756,006","-226,414",,,,,,,,,,,"-175,745","175,946",201,"-174,341","-1,404",,,,,,,,,,,,,,,,,,
US48,23Jan2016,Eastern,"11,332,833","11,670,958","11,536,920","-178,667",,,,,,,,,,,"-159,704","159,827",123,"-157,919","-1,785",,,,,,,,,,,,,,,,,,
US48,24Jan2016,Eastern,"11,148,030","11,209,532","11,070,593","-196,840",,,,,,,,,,,"-171,593","171,747",154,"-166,938","-4,655",,,,,,,,,,,,,,,,,,
US48,25Jan2016,Eastern,"11,345,939","11,331,264","11,143,175","-179,289",,,,,,,,,,,"-167,564","167,923",359,"-164,802","-2,762",,,,,,,,,,,,,,,,,,
US48,26Jan2016,Eastern,"11,126,355","11,024,014","10,865,263","-192,365",,,,,,,,,,,"-161,121","161,645",524,"-158,899","-2,222",,,,,,,,,,,,,,,,,,
US48,27Jan2016,Eastern,"11,185,180","11,111,352","10,960,825","-195,430",,,,,,,,,,,"-158,920","159,185",265,"-156,924","-1,996",,,,,,,,,,,,,,,,,,
US48,28Jan2016,Eastern,"11,151,907","11,166,380","11,013,456","-195,276",,,,,,,,,,,"-159,311","160,064",753,"-157,875","-1,436",,,,,,,,,,,,,,,,,,
US48,29Jan2016,Eastern,"10,898,967","10,847,244","10,684,275","-209,599",,,,,,,,,,,"-171,837","172,053",216,"-170,300","-1,537",,,,,,,,,,,,,,,,,,
US48,30Jan2016,Eastern,"10,141,882","10,020,670","9,870,819","-188,326",,,,,,,,,,,"-169,885","171,764","1,879","-171,741","1,856",,,,,,,,,,,,,,,,,,
US48,31Jan2016,Eastern,"9,540,875","9,455,355","9,297,582","-189,210",,,,,,,,,,,"-164,274","164,799",525,"-164,136",-138,,,,,,,,,,,,,,,,,,
US48,01Feb2016,Eastern,"10,141,510","10,167,446","9,983,597","-180,288",,,,,,,,,,,"-150,004","150,886",882,"-148,957","-1,047",,,,,,,,,,,,,,,,,,
US48,02Feb2016,Eastern,"10,302,301","10,381,658","10,217,306","-197,468",,,,,,,,,,,"-154,123","154,623",500,"-153,205",-918,,,,,,,,,,,,,,,,,,
US48,03Feb2016,Eastern,"10,484,721","10,545,829","10,389,073","-192,619",,,,,,,,,,,"-149,289","149,460",171,"-148,951",-338,,,,,,,,,,,,,,,,,,
US48,04Feb2016,Eastern,"10,799,270","10,871,431","10,703,916","-195,976",,,,,,,,,,,"-154,533","154,962",429,"-153,844",-689,,,,,,,,,,,,,,,,,,
US48,05Feb2016,Eastern,"11,000,186","11,111,762","10,946,255","-202,345",,,,,,,,,,,"-165,519","165,710",191,"-164,744",-775,,,,,,,,,,,,,,,,,,
US48,06Feb2016,Eastern,"10,492,273","10,536,746","10,367,577","-181,232",,,,,,,,,,,"-172,672","172,813",141,"-171,158","-1,514",,,,,,,,,,,,,,,,,,
US48,07Feb2016,Eastern,"10,154,745","10,277,773","10,095,663","-227,957",,,,,,,,,,,"-171,438","171,579",141,"-170,524",-914,,,,,,,,,,,,,,,,,,
US48,08Feb2016,Eastern,"11,056,681","11,140,811","10,815,631","-229,681",,,,,,,,,,,"-162,447","162,885",438,"-161,894",-553,,,,,,,,,,,,,,,,,,
US48,09Feb2016,Eastern,"11,522,267","11,661,048","11,471,481","-211,843",,,,,,,,,,,"-161,136","161,586",450,"-159,974","-1,162",,,,,,,,,,,,,,,,,,
US48,10Feb2016,Eastern,"11,823,009","11,896,051","11,738,711","-220,027",,,,,,,,,,,"-159,443","160,053",610,"-158,340","-1,103",,,,,,,,,,,,,,,,,,
US48,11Feb2016,Eastern,"11,817,944","11,703,980","11,415,645","-222,147",,,,,,,,,,,"-156,424","157,179",755,"-155,269","-1,155",,,,,,,,,,,,,,,,,,
US48,12Feb2016,Eastern,"11,465,276","11,415,545","11,228,725","-212,506",,,,,,,,,,,"-156,231","156,971",740,"-156,521",290,,,,,,,,,,,,,,,,,,
US48,13Feb2016,Eastern,"11,259,873","11,165,762","10,989,366","-208,864",,,,,,,,,,,"-144,242","144,918",676,"-144,289",47,,,,,,,,,,,,,,,,,,
US48,14Feb2016,Eastern,"11,111,161","11,203,336","11,031,329","-202,637",,,,,,,,,,,"-156,468","156,820",352,"-155,533",-935,,,,,,,,,,,,,,,,,,
US48,15Feb2016,Eastern,"11,125,928","11,335,312","11,148,729","-214,443",,,,,,,,,,,"-166,769","167,084",315,"-165,765","-1,004",,,,,,,,,,,,,,,,,,
US48,16Feb2016,Eastern,"10,630,939","10,744,442","10,557,752","-217,834",,,,,,,,,,,"-159,279","159,725",446,"-159,365",86,,,,,,,,,,,,,,,,,,
US48,17Feb2016,Eastern,"10,653,781","10,651,615","10,460,881","-158,843",,,,,,,,,,,"-160,581","161,021",440,"-159,265","-1,316",,,,,,,,,,,,,,,,,,
US48,18Feb2016,Eastern,"10,733,223","10,734,796","10,592,428","-184,669",,,,,,,,,,,"-155,767","156,259",492,"-155,078",-689,,,,,,,,,,,,,,,,,,
US48,19Feb2016,Eastern,"10,400,713","10,389,147","10,249,804","-169,297",,,,,,,,,,,"-154,796","155,310",514,"-154,510",-286,,,,,,,,,,,,,,,,,,
US48,20Feb2016,Eastern,"9,408,644","9,277,284","9,138,190","-154,690",,,,,,,,,,,"-150,955","152,428","1,473","-151,174",219,,,,,,,,,,,,,,,,,,
US48,21Feb2016,Eastern,"9,030,094","9,072,466","8,943,660","-136,146",,,,,,,,,,,"-151,699","152,009",310,"-150,500","-1,199",,,,,,,,,,,,,,,,,,
US48,22Feb2016,Eastern,"9,990,192","9,987,105","9,814,382","-163,976",,,,,,,,,,,"-156,370","157,037",667,"-156,141",-229,,,,,,,,,,,,,,,,,,
US48,23Feb2016,Eastern,"10,357,811","10,399,093","10,243,369","-177,463",,,,,,,,,,,"-160,866","161,348",482,"-160,869",3,,,,,,,,,,,,,,,,,,
US48,24Feb2016,Eastern,"10,319,785","10,512,127","10,208,928","-182,566",,,,,,,,,,,"-159,709","160,310",601,"-159,894",185,,,,,,,,,,,,,,,,,,
US48,25Feb2016,Eastern,"10,566,894","10,652,798","10,321,275","-139,936",,,,,,,,,,,"-163,358","163,896",538,"-163,494",136,,,,,,,,,,,,,,,,,,
US48,26Feb2016,Eastern,"10,761,357","10,731,711","10,516,227","-196,827",,,,,,,,,,,"-181,430","181,836",406,"-180,570",-860,,,,,,,,,,,,,,,,,,
US48,27Feb2016,Eastern,"10,015,451","9,922,681","9,769,347","-189,716",,,,,,,,,,,"-181,583","182,307",724,"-181,924",341,,,,,,,,,,,,,,,,,,
US48,28Feb2016,Eastern,"9,317,207","9,293,831","9,135,853","-179,222",,,,,,,,,,,"-163,494","163,907",413,"-162,789",-705,,,,,,,,,,,,,,,,,,
US48,29Feb2016,Eastern,"9,837,143","9,842,744","9,704,256","-163,374",,,,,,,,,,,"-148,491","149,487",996,"-148,470",-21,,,,,,,,,,,,,,,,,,
US48,01Mar2016,Eastern,"9,981,755","10,083,502","9,952,069","-156,610",,,,,,,,,,,"-152,112","152,447",335,"-151,975",-137,,,,,,,,,,,,,,,,,,
US48,02Mar2016,Eastern,"10,286,202","10,381,130","10,222,616","-173,678",,,,,,,,,,,"-161,078","162,396","1,318","-161,220",142,,,,,,,,,,,,,,,,,,
US48,03Mar2016,Eastern,"10,548,890","10,676,505","10,509,342","-192,846",,,,,,,,,,,"-172,046","172,701",655,"-172,453",407,,,,,,,,,,,,,,,,,,
US48,04Mar2016,Eastern,"10,360,766","10,482,789","10,312,580","-194,013",,,,,,,,,,,"-168,406","169,007",601,"-168,576",170,,,,,,,,,,,,,,,,,,
US48,05Mar2016,Eastern,"9,622,235","9,742,880","9,589,156","-177,265",,,,,,,,,,,"-157,001","157,381",380,"-155,860","-1,141",,,,,,,,,,,,,,,,,,
US48,06Mar2016,Eastern,"9,300,902","9,309,197","9,180,678","-145,466",,,,,,,,,,,"-147,349","149,988","2,639","-143,867","-3,482",,,,,,,,,,,,,,,,,,
US48,07Mar2016,Eastern,"10,012,611","9,919,871","9,747,881","-186,953",,,,,,,,,,,"-163,448","164,563","1,115","-161,448","-2,000",,,,,,,,,,,,,,,,,,
US48,08Mar2016,Eastern,"9,730,596","9,734,426","9,554,878","-180,509",,,,,,,,,,,"-180,198","182,099","1,901","-179,042","-1,156",,,,,,,,,,,,,,,,,,
US48,09Mar2016,Eastern,"9,648,722","9,634,685","9,367,469","-162,168",,,,,,,,,,,"-165,435","165,822",387,"-164,117","-1,318",,,,,,,,,,,,,,,,,,
US48,10Mar2016,Eastern,"9,633,114","9,672,407","9,471,942","-175,177",,,,,,,,,,,"-160,439","162,023","1,584","-159,524",-915,,,,,,,,,,,,,,,,,,
US48,11Mar2016,Eastern,"9,505,339","9,587,890","9,432,582","-176,037",,,,,,,,,,,"-167,200","168,750","1,550","-165,829","-1,371",,,,,,,,,,,,,,,,,,
US48,12Mar2016,Eastern,"8,914,596","8,981,107","8,741,809","-173,177",,,,,,,,,,,"-167,657","168,889","1,232","-166,216","-1,441",,,,,,,,,,,,,,,,,,
US48,13Mar2016,Eastern,"7,985,875","8,510,492","8,334,608","-160,556",,,,,,,,,,,"-176,322","177,489","1,167","-171,666","-4,656",,,,,,,,,,,,,,,,,,
US48,14Mar2016,Eastern,"7,724,280","9,523,755","9,398,679","-85,348",,,,,,,,,,,"-165,311","166,142",831,"-162,980","-2,331",,,,,,,,,,,,,,,,,,
US48,15Mar2016,Eastern,"9,774,621","9,924,123","9,767,156","-174,365",,,,,,,,,,,"-162,722","163,687",965,"-161,422","-1,300",,,,,,,,,,,,,,,,,,
US48,16Mar2016,Eastern,"9,693,694","9,827,326","9,676,607","-174,313",,,,,,,,,,,"-160,622","161,240",618,"-159,702",-920,,,,,,,,,,,,,,,,,,
US48,17Mar2016,Eastern,"9,689,573","9,758,803","9,606,225","-174,491",,,,,,,,,,,"-160,647","160,977",330,"-160,199",-448,,,,,,,,,,,,,,,,,,
US48,18Mar2016,Eastern,"9,614,311","9,733,985","9,567,612","-184,803",,,,,,,,,,,"-163,352","163,616",264,"-162,676",-676,,,,,,,,,,,,,,,,,,
US48,19Mar2016,Eastern,"9,214,781","9,210,530","9,045,939","-187,497",,,,,,,,,,,"-166,902","167,100",198,"-165,424","-1,478",,,,,,,,,,,,,,,,,,
US48,20Mar2016,Eastern,"9,342,940","9,320,076","9,123,450","-183,336",,,,,,,,,,,"-165,934","166,853",919,"-162,621","-3,313",,,,,,,,,,,,,,,,,,
US48,21Mar2016,Eastern,"9,575,740","10,052,021","9,882,359","-166,936",,,,,,,,,,,"-153,513","154,575","1,062","-152,104","-1,409",,,,,,,,,,,,,,,,,,
US48,22Mar2016,Eastern,"9,838,095","9,878,123","9,725,287","-175,377",,,,,,,,,,,"-167,811","168,158",347,"-164,734","-3,077",,,,,,,,,,,,,,,,,,
US48,23Mar2016,Eastern,"9,598,127","9,633,434","9,487,913","-169,834",,,,,,,,,,,"-155,221","155,947",726,"-153,701","-1,520",,,,,,,,,,,,,,,,,,
US48,24Mar2016,Eastern,"9,563,169","9,575,792","9,429,698","-168,409",,,,,,,,,,,"-152,756","154,042","1,286","-150,472","-2,284",,,,,,,,,,,,,,,,,,
US48,25Mar2016,Eastern,"9,369,216","9,299,874","9,156,038","-168,012",,,,,,,,,,,"-146,819","147,028",209,"-144,284","-2,535",,,,,,,,,,,,,,,,,,
US48,26Mar2016,Eastern,"8,856,928","8,910,794","8,746,310","-178,158",,,,,,,,,,,"-151,828","152,706",878,"-150,070","-1,758",,,,,,,,,,,,,,,,,,
US48,27Mar2016,Eastern,"8,600,058","8,631,304","8,475,777","-146,950",,,,,,,,,,,"-165,748","167,600","1,852","-163,802","-1,946",,,,,,,,,,,,,,,,,,
US48,28Mar2016,Eastern,"9,482,023","9,582,506","9,408,250","-189,405",,,,,,,,,,,"-170,558","170,827",269,"-167,978","-2,580",,,,,,,,,,,,,,,,,,
US48,29Mar2016,Eastern,"9,570,893","9,616,698","9,467,488","-171,807",,,,,,,,,,,"-158,385","158,715",330,"-156,737","-1,648",,,,,,,,,,,,,,,,,,
US48,30Mar2016,Eastern,"9,615,212","9,663,194","9,483,414","-176,720",,,,,,,,,,,"-162,503","162,782",279,"-160,704","-1,799",,,,,,,,,,,,,,,,,,
US48,31Mar2016,Eastern,"9,584,423","9,683,067","9,436,047","-148,827",,,,,,,,,,,"-140,133","140,431",298,"-139,000","-1,133",,,,,,,,,,,,,,,,,,
US48,01Apr2016,Eastern,"9,484,140","9,528,244","9,389,932","-127,534",,,,,,,,,,,"-113,757","114,261",504,"-113,065",-692,,,,,,,,,,,,,,,,,,
US48,02Apr2016,Eastern,"8,906,175","8,960,782","8,862,156","-116,227",,,,,,,,,,,"-112,556","113,942","1,386","-110,703","-1,853",,,,,,,,,,,,,,,,,,
US48,03Apr2016,Eastern,"8,760,670","8,854,714","8,755,437","-119,808",,,,,,,,,,,"-118,652","120,060","1,408","-114,645","-4,007",,,,,,,,,,,,,,,,,,
US48,04Apr2016,Eastern,"9,628,209","9,703,551","9,602,467","-110,073",,,,,,,,,,,"-120,429","121,128",699,"-118,577","-1,852",,,,,,,,,,,,,,,,,,
US48,05Apr2016,Eastern,"9,832,913","9,952,885","9,755,909","-111,249",,,,,,,,,,,"-106,467","108,750","2,283","-105,518",-949,,,,,,,,,,,,,,,,,,
US48,06Apr2016,Eastern,"9,871,342","9,966,975","9,846,095","-121,603",,,,,,,,,,,"-109,545","111,332","1,787","-109,250",-295,,,,,,,,,,,,,,,,,,
US48,07Apr2016,Eastern,"9,762,196","9,841,390","9,725,321","-119,008",,,,,,,,,,,"-105,099","105,794",695,"-104,579",-520,,,,,,,,,,,,,,,,,,
US48,08Apr2016,Eastern,"9,597,939","9,709,159","9,594,945","-111,221",,,,,,,,,,,"-101,786","102,331",545,"-100,624","-1,162",,,,,,,,,,,,,,,,,,
US48,09Apr2016,Eastern,"9,171,252","9,281,555","9,191,872","-112,433",,,,,,,,,,,"-108,543","109,317",774,"-106,396","-2,147",,,,,,,,,,,,,,,,,,
US48,10Apr2016,Eastern,"9,044,661","9,155,362","9,057,968","-121,323",,,,,,,,,,,"-116,325","116,463",138,"-112,340","-3,985",,,,,,,,,,,,,,,,,,
